sample,copy,area_season,season,enviro,study.area,domestication,DESCRIPTION,state,grass_cover_percent,grass_cover,elevation,biome,latitude,longitude,collection_time,life_stage,sex_known,sex,BCS_known,horse_BCS,fecal_freshness,stud_pile
WCN10,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1876.272583,sagerush steppe,39.150015,-113.631255,44180.38874,Adult,n,u,n,u,2,n
WCN12,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1793.212769,sagerush steppe,39.155867,-113.617162,44180.44559,Adult,n,u,n,u,3,n
WCN13,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1792.341919,sagerush steppe,39.156185,-113.616852,44180.45086,Adult,n,u,n,u,2,y
WCN15,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1793.620605,sagerush steppe,39.156115,-113.616877,44180.45138,Adult,n,u,n,u,3,n
WCN16,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1756.334839,sagerush steppe,39.163139,-113.612642,44180.4617,Adult,n,u,n,u,3,n
WCN17,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1682.731934,sagerush steppe,39.155936,-113.591205,44180.67865,Adult,n,u,n,u,3,n
WCN1,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1908.814941,sagerush steppe,39.125994,-113.619658,44180.69319,Adult,n,u,n,u,3,n
WCN2,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1852.70166,sagerush steppe,39.148444,-113.623419,44180.40273,Adult,n,u,n,u,2,n
WCN3,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1854.16626,sagerush steppe,39.14844,-113.623456,44180.40441,Adult,n,u,n,u,2,n
WCN4,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1853.923462,sagerush steppe,39.148442,-113.623453,44180.40586,Adult,n,u,n,u,2,n
WCN5,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1847.785522,sagerush steppe,39.148617,-113.623434,44180.41453,Adult,n,u,n,u,2,n
WCN6,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1837.765747,sagerush steppe,39.148066,-113.622442,44180.4236,Adult,n,u,n,u,2,n
WCN7,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1833.979736,sagerush steppe,39.148426,-113.621514,44180.42759,Adult,n,u,n,u,2,n
WCN8,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1819.538696,sagerush steppe,39.150809,-113.621539,44180.43141,Adult,n,u,n,u,2,n
WCN9,1,WCN,winter,salt_desert ,CN,wild,"Conger HMA, UT, feces ",UT,10.1,medium,1820.803101,sagerush steppe,39.151107,-113.62153,44180.43409,Adult,n,u,n,u,2,y
WDF1,1,WDF,winter,pasture,DF,domestic,"Domestic grass hay, Laramie WY, feces",WY,.,.,2181.781738,pasture,41.30115,-105.650804,44251.51894,Adult,y,gelding,y,7,1,u
WDF2,1,WDF,winter,pasture,DF,domestic,"Domestic grass hay, Laramie WY, feces",WY,.,.,2202.265625,pasture,41.301347,-105.650726,44251.53034,Adult,y,gelding,y,6,1,n
WDF3,1,WDF,winter,pasture,DF,domestic,"Domestic grass hay, Laramie WY, feces",WY,.,.,2200.326904,pasture,41.301217,-105.650936,44251.54652,Adult,y,gelding,y,5,1,u
WDF4,1,WDF,winter,pasture,DF,domestic,"Domestic grass hay, Laramie WY, feces",WY,.,.,2192.926514,pasture,41.286215,-105.659791,44251.55845,Adult,y,mare,y,5,2,n
WDF5,1,WDF,winter,pasture,DF,domestic,"Domestic grass hay, Laramie WY, feces",WY,.,.,2207.420898,pasture,41.301306,-105.65076,44252.61197,Adult,y,gelding,y,5,1,u
WDF6,1,WDF,winter,pasture,DF,domestic,"Domestic grass hay, Laramie WY, feces",WY,.,.,2205.009521,pasture,41.301245,-105.650807,44252.61718,Adult,y,mare,y,6,1,n
WDG1,1,WDG,winter,pasture,DG,domestic,"Domestic grain, Laramie WY, feces",WY,.,.,1955.658081,pasture,39.228277,-108.404176,44163.45425,Adult,y,mare,y,5,1,n
WDG2,1,WDG,winter,pasture,DG,domestic,"Domestic grain, Laramie WY, feces",WY,.,.,2086.152588,pasture,39.273327,-108.535994,44163.68909,Adult,y,mare,y,6,1,n
WDG3,1,WDG,winter,pasture,DG,domestic,"Domestic grain, Laramie WY, feces",WY,.,.,2170.6604,pasture,41.396975,-105.59554,44225.4616,Adult,y,mare,y,5,1,n
WDG4,1,WDG,winter,pasture,DG,domestic,"Domestic grain, Laramie WY, feces",WY,.,.,2173.687256,pasture,41.396897,-105.595618,44225.46721,Adult,n,u,n,u,2,n
WDG5,1,WDG,winter,pasture,DG,domestic,"Domestic grain, Laramie WY, feces",WY,.,.,2183.000977,pasture,41.397117,-105.595818,44225.50493,Adult,y,mare,y,6,2,n
WDP1,1,WDP,winter,pasture,DP,domestic,"Domestic pasture, Laramie, WY, feces",WY,.,.,2259.478516,pasture,41.260222,-105.53298,44267.4977,Adult,y,gelding,y,7,1,n
WDP2,1,WDP,winter,pasture,DP,domestic,"Domestic pasture, Laramie, WY, feces",WY,.,.,2260.599609,pasture,41.260459,-105.532681,44267.49991,Adult,y,mare,y,6,1,n
WDP5,1,WDP,winter,pasture,DP,domestic,"Domestic pasture, Laramie, WY, feces",WY,.,.,2259.344238,pasture,41.260968,-105.533238,44267.54718,Adult,y,mare,y,6,1,n
WDP6,1,WDP,winter,pasture,DP,domestic,"Domestic pasture, Laramie, WY, feces",WY,.,.,2259.82373,pasture,41.261224,-105.533174,44267.56147,Adult,y,gelding,y,5,1,n
WFR13,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1824.531982,sagerush steppe,38.507715,-113.176642,44177.71064,Adult,n,u,n,u,2,n
WFR14,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1929.487427,sagerush steppe,38.576301,-113.211757,44178.44848,Adult,n,u,n,u,3,y
WFR15,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1896.924194,sagerush steppe,38.574044,-113.206038,44178.47372,Adult,n,u,n,u,3,n
WFR16,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1764.971191,sagerush steppe,38.577806,-113.174107,44178.51556,Adult,n,u,y,5,1,n
WFR17,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1739.355225,sagerush steppe,38.583035,-113.168635,44178.67491,Adult,n,u,n,u,3,y
WFR18,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1251.158447,sagerush steppe,40.265825,-120.043306,44209.59366,Adult,n,u,n,u,2,n
WFR19,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1803.93811,sagerush steppe,38.566258,-113.188091,44179.46549,Adult,n,u,n,u,2,y
WFR1,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1730.776489,sagerush steppe,39.243635,-119.467971,44211.5489,Adult,y,stallion,y,5,1,n
WFR2,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1824.544922,sagerush steppe,38.507711,-113.176649,44177.71088,Adult,n,u,n,u,2,n
WFR3,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1821.932373,sagerush steppe,38.507322,-113.176988,44177.7191,Adult,n,u,n,u,2,n
WFR4,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1835.586548,sagerush steppe,38.506037,-113.181043,44178.33882,Adult,n,u,n,u,2,n
WFR5,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1836.47229,sagerush steppe,38.506246,-113.181096,44178.34219,Adult,n,u,n,u,2,n
WFR6,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1833.422852,sagerush steppe,38.506266,-113.180833,44178.34572,Adult,n,u,n,u,2,n
WFR7,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1835.856567,sagerush steppe,38.500609,-113.183617,44178.3708,Adult,n,u,n,u,2,n
WFR9,1,WFR,winter,salt_desert ,FR,wild,"Frisco HMA, UT, feces",UT,9.3,low ,1888.211914,sagerush steppe,38.574062,-113.205707,44178.42486,Adult,n,u,n,u,3,n
WGM10,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2163.467041,sagerush steppe,42.390717,-107.667996,44170.44705,Adult,n,u,n,u,2,n
WGM11,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2165.817871,sagerush steppe,42.390172,-107.666207,44170.45624,Adult,n,u,n,u,3,n
WGM12,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2192.801758,sagerush steppe,42.388205,-107.664979,44170.47226,Adult,n,u,n,u,3,n
WGM13,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2190.169678,sagerush steppe,42.388328,-107.666158,44170.47772,Adult,y,mare,y,5,1,n
WGM14,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2165.258789,sagerush steppe,42.390852,-107.665836,44170.49135,Adult,n,u,n,u,3,n
WGM15,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2126.258301,sagerush steppe,42.379087,-107.616953,44170.52215,Adult,y,stallion,y,4,1,n
WGM16,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,1918.659424,sagerush steppe,42.451734,-107.579674,44170.58802,Adult,y,mare,y,6,1,n
WGM17,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,1919.432129,sagerush steppe,42.451815,-107.579728,44170.58984,Adult,y,mare,y,5,1,n
WGM18,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2097.534912,sagerush steppe,42.382361,-107.586503,44170.63229,Adult,n,u,y,5,1,n
WGM19,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,1921.171265,sagerush steppe,42.333182,-107.472661,44171.3561,Adult,y,stallion,y,5,2,n
WGM5,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2168.205322,sagerush steppe,42.389429,-107.670723,44170.42084,Adult,n,u,y,5,1,n
WGM6,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2165.85083,sagerush steppe,42.390039,-107.669707,44170.42809,Adult,n,u,y,5,1,n
WGM7,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2161.724609,sagerush steppe,42.390354,-107.669863,44170.43316,Adult,n,u,n,u,2,n
WGM8,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2162.488281,sagerush steppe,42.390338,-107.669884,44170.43528,Adult,n,u,n,u,2,n
WGM9,1,WGM,winter,wy_basin,GM,wild,"Green Mountain HMA, WY, feces ",WY,21.2,high,2163.805908,sagerush steppe,42.390535,-107.668339,44170.44313,Adult,n,u,y,5,1,n
WLBC10,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,1543.643677,sagerush steppe,39.170025,-108.339996,44162.62787,Adult,n,u,n,u,2,y
WLBC11,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,1559.908447,sagerush steppe,39.170247,-108.34035,44162.63451,Adult,n,u,n,u,2,n
WLBC12,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2107.471924,sagerush steppe,39.235914,-108.476754,44163.33473,Adult,n,u,n,u,2,n
WLBC13,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2093.943604,sagerush steppe,39.23705,-108.471877,44163.3524,Adult,n,u,n,u,2,y
WLBC14,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2084.401855,sagerush steppe,39.23773,-108.471395,44163.36715,Adult,n,u,n,u,2,y
WLBC15,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2083.953125,sagerush steppe,39.23771,-108.471365,44163.36904,Adult,n,u,y,5,1,y
WLBC16,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2083.624512,sagerush steppe,39.237708,-108.47136,44163.36985,Adult,y,mare,y,4,1,n
WLBC17,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2070.954834,sagerush steppe,39.238416,-108.470475,44163.38112,Adult,n,u,n,u,2,n
WLBC18,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,2065.032715,sagerush steppe,39.239231,-108.470467,44163.38964,Adult,n,u,n,u,2,n
WLBC3,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,1495.210205,sagerush steppe,39.166992,-108.341341,44162.54541,Adult,n,u,n,u,2,n
WLBC4,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,1490.723511,sagerush steppe,39.167035,-108.337005,44162.56691,Adult,n,u,n,u,2,n
WLBC5,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,1489.405884,sagerush steppe,39.166743,-108.33676,44162.57236,Adult,n,u,n,u,2,n
WLBC6,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,1493.177368,sagerush steppe,39.166522,-108.337019,44162.57649,Adult,y,mare,y,6,1,n
WLBC7,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,1493.430786,sagerush steppe,39.166533,-108.337115,44162.57889,Adult,n,u,n,u,1,n
WLBC9,1,WLBC,winter,pinyon_juniper,LBC,wild,"Little Book Cliffs HMA, CO, feces",CO,9.9,low ,1491.867065,sagerush steppe,39.166501,-108.337876,44162.60916,Adult,n,u,n,u,2,n
WMP11,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1466.090454,sagerush steppe,44.472793,-108.644466,44172.59294,Adult,y,stallion,y,4,3,n
WMP12,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1440.723877,sagerush steppe,44.465171,-108.604085,44172.69586,Adult,n,u,n,u,2,y
WMP14,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1349.84021,sagerush steppe,44.525411,-108.493162,44173.35956,Adult,y,mare,y,7,1,n
WMP15,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1385.914062,sagerush steppe,44.519042,-108.492544,44173.3845,Adult,n,u,n,u,2,n
WMP16,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1388.710815,sagerush steppe,44.518583,-108.493122,44173.38878,Adult,n,u,n,u,2,n
WMP17,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1388.908081,sagerush steppe,44.518626,-108.493116,44173.39088,Adult,n,u,n,u,2,n
WMP18,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1391.352661,sagerush steppe,44.518617,-108.493318,44173.39361,Adult,n,u,n,u,2,n
WMP1,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1392.038452,sagerush steppe,44.518804,-108.493603,44173.39618,Adult,n,u,n,u,2,n
WMP2,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1445.19751,sagerush steppe,44.469295,-108.60473,44172.66007,Adult,n,u,n,u,2,n
WMP3,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1446.567017,sagerush steppe,44.468867,-108.604809,44172.66166,Adult,n,u,n,u,2,n
WMP4,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1447.856567,sagerush steppe,44.468681,-108.605033,44172.66759,Adult,y,stallion,y,6,1,y
WMP5,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1446.460083,sagerush steppe,44.468628,-108.605296,44172.6713,Adult,y,stallion,y,5,1,y
WMP6,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1447.30249,sagerush steppe,44.467358,-108.604786,44172.6753,Adult,n,u,y,5,1,n
WMP7,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1446.746216,sagerush steppe,44.467434,-108.602743,44172.67966,Adult,y,mare,y,5,1,n
WMP8,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1443.335815,sagerush steppe,44.466728,-108.604035,44172.68279,Adult,n,u,n,u,2,y
WMP9,1,WMP,winter,wy_basin,MP,wild,"McCullough Peaks HMA, WY, feces",WY,13.8,medium,1441.212769,sagerush steppe,44.465875,-108.604435,44172.68811,Adult,n,u,y,5,1,n
WNH10,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1787.58252,sagerush steppe,39.236151,-119.461055,44212.61433,Adult,n,u,n,u,2,y
WNH16,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1540.863281,sagerush steppe,37.743817,-113.868518,44184.34601,Adult,n,u,n,u,3,y
WNH17,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1672.400024,sagerush steppe,37.721521,-113.931204,44184.47249,Adult,n,u,n,u,3,n
WNH19,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1674.082275,sagerush steppe,37.721604,-113.930983,44184.47873,Adult,n,u,n,u,3,y
WNH1,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1674.98938,sagerush steppe,37.721761,-113.930849,44184.48316,Adult,n,u,n,u,3,n
WNH20,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1790.60498,sagerush steppe,39.236143,-119.460862,44212.61795,Adult,n,u,n,u,2,n
WNH21,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1672.816528,sagerush steppe,37.721557,-113.930903,44184.48534,Adult,n,u,n,u,2,n
WNH22,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1642.511597,sagerush steppe,37.726033,-113.90797,44184.50315,Adult,n,u,n,u,2,y
WNH2,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1649.619141,sagerush steppe,37.705547,-113.872966,44184.58756,Adult,n,u,n,u,3,n
WNH4,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1672.754395,sagerush steppe,37.721416,-113.931471,44182.41926,Adult,n,u,n,u,2,n
WNH5,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1666.164551,sagerush steppe,37.706962,-113.867513,44182.53265,Adult,n,u,n,u,2,n
WNH6,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1645.115845,sagerush steppe,37.706983,-113.867551,44182.53328,Adult,n,u,n,u,2,n
WNH7,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1640.803589,sagerush steppe,37.706956,-113.867632,44182.53435,Adult,n,u,n,u,2,n
WNH8,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1648.190186,sagerush steppe,37.705662,-113.870198,44182.54097,Adult,n,u,n,u,2,y
WNH9,1,WNH,winter,pinyon_juniper,NH,wild,"North Hills HMA, UT, feces ",UT,10.9,medium,1784.585449,sagerush steppe,37.610044,-113.935025,44183.58737,Adult,n,u,n,u,3,n
WON10,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1587.094971,sagerush steppe,40.136634,-112.74914,44201.49147,Adult,n,u,n,u,2,n
WON11,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1585.470093,sagerush steppe,40.136644,-112.749275,44201.49382,Adult,n,u,n,u,2,n
WON15,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1597.353638,sagerush steppe,40.136499,-112.749674,44201.51083,Adult,y,stallion,y,5,1,n
WON16,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1581.839722,sagerush steppe,40.124947,-112.683447,44201.61316,Adult,n,u,y,5,1,n
WON17,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1584.202637,sagerush steppe,40.12486,-112.683884,44201.6199,Adult,n,u,y,5,1,n
WON18,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1584.302368,sagerush steppe,40.124849,-112.683907,44201.62024,Adult,n,u,y,5,1,n
WON19,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1581.404297,sagerush steppe,40.123192,-112.682278,44201.63642,Adult,y,mare,y,4,1,n
WON20,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1475.59375,sagerush steppe,40.195397,-112.70978,44201.34444,Adult,y,stallion,y,5,1,n
WON21,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1573.101074,sagerush steppe,40.12298,-112.681389,44201.65291,Adult,n,u,n,u,1,y
WON2,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1572.206909,sagerush steppe,40.122997,-112.681282,44201.6573,Adult,n,u,n,u,1,n
WON3,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1501.998901,sagerush steppe,40.166491,-112.692873,44201.37274,Adult,n,u,n,u,2,n
WON4,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1557.295166,sagerush steppe,40.14472,-112.711125,44201.41133,Adult,n,u,n,u,1,n
WON5,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1550.673096,sagerush steppe,40.14702,-112.710966,44201.42784,Adult,n,u,n,u,2,y
WON6,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1552.693481,sagerush steppe,40.137658,-112.748916,44201.47188,Adult,y,mare,y,5,1,n
WON8,1,WON,winter,salt_desert ,ON,wild,"Onaqui HMA, UT, feces",UT,20,medium,1588.481689,sagerush steppe,40.136517,-112.748998,44201.48638,Adult,n,u,n,u,2,n
WPB11,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1384.431274,sagerush steppe,43.472283,-119.31432,44205.45036,Adult,n,u,n,u,2,n
WPB13,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1401.112427,sagerush steppe,43.472632,-119.311924,44205.46079,Adult,n,u,n,u,2,n
WPB14,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1403.752075,sagerush steppe,43.47293,-119.312023,44205.46616,Adult,n,u,n,u,2,n
WPB17,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1389.136841,sagerush steppe,43.474001,-119.315616,44205.48035,Adult,n,u,n,u,2,n
WPB18,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1381.33252,sagerush steppe,43.473232,-119.316449,44205.49639,Adult,y,stallion,y,6,1,n
WPB19,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1381.146973,sagerush steppe,43.473238,-119.316455,44205.49248,Adult,n,u,n,u,2,n
WPB20,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1379.138794,sagerush steppe,43.471223,-119.311897,44204.72949,Adult,n,u,n,u,2,n
WPB21,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1371.369629,sagerush steppe,43.474418,-119.32232,44205.52449,Adult,y,mare,y,5,1,n
WPB2,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1371.074829,sagerush steppe,43.474603,-119.322288,44205.52809,Adult,y,mare,y,5,1,n
WPB3,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1380.044556,sagerush steppe,43.471216,-119.311832,44204.72973,Adult,n,u,n,u,2,n
WPB4,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1378.997192,sagerush steppe,43.471412,-119.312429,44204.73372,Adult,n,u,n,u,2,n
WPB5,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1379.223633,sagerush steppe,43.471369,-119.312469,44204.73422,Adult,n,u,n,u,2,n
WPB7,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1378.083862,sagerush steppe,43.471543,-119.312723,44204.73942,Adult,n,u,n,u,2,n
WPB8,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1373.479614,sagerush steppe,43.47171,-119.314435,44204.74325,Adult,n,u,n,u,2,n
WPB9,1,WPB,winter,n_great_basin,PB,wild,"Palomino Buttes HMA, OR, feces",OR,26.2,high,1437.159424,sagerush steppe,43.47764,-119.319344,44205.38642,Adult,n,u,n,u,2,n
WPN11,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1585.523682,sagerush steppe,40.332347,-120.078723,44210.52191,Adult,n,u,n,u,2,n
